country_code,country_name,indicator_id,indicator_name,year,value
UGA,Uganda,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2022,70.1401117953081
UGA,Uganda,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2021,65.6220730009172
UGA,Uganda,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2020,62.2824129624858
UGA,Uganda,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2019,59.0598078769828
UGA,Uganda,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2018,58.8753608703264
UGA,Uganda,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2017,62.0968142578109
UGA,Uganda,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2016,58.8633638178484
UGA,Uganda,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2015,53.8755501186925
USA,United States,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2024,113.190481805755
USA,United States,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2023,112.410910606372
USA,United States,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2022,108.785640656159
USA,United States,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2021,106.324514306135
USA,United States,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2020,103.855170008567
USA,United States,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2019,105.32074052965
USA,United States,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2018,103.935307364
USA,United States,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2017,102.380562632686
USA,United States,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2016,102.751864866695
USA,United States,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2015,101.831958781319
ZMB,Zambia,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2024,108.704779873813
ZMB,Zambia,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2023,102.06156495632
ZMB,Zambia,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2022,98.4372601156219
ZMB,Zambia,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2021,103.28257957834
ZMB,Zambia,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2020,100.235122888213
ZMB,Zambia,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2019,93.0147820773422
ZMB,Zambia,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2018,86.0723321005416
ZMB,Zambia,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2017,77.0500111230113
ZMB,Zambia,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2016,71.0460770668914
ZMB,Zambia,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2015,70.4778478853307
ZWE,Zimbabwe,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2024,94.2451753366358
ZWE,Zimbabwe,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2023,91.6344110473757
ZWE,Zimbabwe,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2022,88.9958314912836
ZWE,Zimbabwe,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2021,90.2538486226365
ZWE,Zimbabwe,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2020,84.9604118996672
ZWE,Zimbabwe,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2019,86.4094297249598
ZWE,Zimbabwe,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2018,85.8627371320218
ZWE,Zimbabwe,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2017,95.136682697741
ZWE,Zimbabwe,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2016,88.2100456333277
ZWE,Zimbabwe,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2015,88.5991977366782
BEN,Benin,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2024,125.940873932186
BEN,Benin,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2023,116.036046685168
BEN,Benin,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2022,105.745019386968
BEN,Benin,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2021,94.9182598289459
BEN,Benin,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2020,85.2390738023357
BEN,Benin,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2019,81.3235345537806
BEN,Benin,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2018,76.4080341122638
BEN,Benin,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2017,72.867145412956
BEN,Benin,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2016,76.0182091705462
BEN,Benin,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2015,82.0193349324746
BFA,Burkina Faso,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2024,116.5895933212
BFA,Burkina Faso,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2023,116.16313821519
BFA,Burkina Faso,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2022,113.996146792235
BFA,Burkina Faso,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2021,112.198419449151
BFA,Burkina Faso,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2020,102.972844247019
BFA,Burkina Faso,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2019,97.1498646690919
BFA,Burkina Faso,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2018,94.6219614871852
BFA,Burkina Faso,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2017,90.2081424191231
BFA,Burkina Faso,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2016,79.6697942824089
BFA,Burkina Faso,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2015,76.9373292602998
CIV,Cote d'Ivoire,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2024,183.875985110648
CIV,Cote d'Ivoire,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2023,171.988943341282
CIV,Cote d'Ivoire,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2022,161.231833444196
CIV,Cote d'Ivoire,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2021,150.343798608733
CIV,Cote d'Ivoire,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2020,138.663750301785
CIV,Cote d'Ivoire,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2019,132.574011521792
CIV,Cote d'Ivoire,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2018,123.098008449044
CIV,Cote d'Ivoire,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2017,118.755063895419
CIV,Cote d'Ivoire,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2016,105.624772864173
CIV,Cote d'Ivoire,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2015,100.638777689061
CMR,Cameroon,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2024,108.213130152497
CMR,Cameroon,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2023,96.4817325902196
CMR,Cameroon,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2022,89.8274190453067
CMR,Cameroon,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2021,80.8081013360278
CMR,Cameroon,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2020,85.2721639882676
CMR,Cameroon,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2019,83.9044001051513
CMR,Cameroon,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2018,74.3995446655806
CMR,Cameroon,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2017,83.4502920413828
CMR,Cameroon,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2016,79.8046154795305
CMR,Cameroon,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2015,79.7800672605612
GHA,Ghana,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2024,113.647966704673
GHA,Ghana,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2023,98.8059221412722
GHA,Ghana,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2022,120.803416027053
GHA,Ghana,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2021,124.402625384529
GHA,Ghana,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2020,126.887391353856
GHA,Ghana,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2019,130.70523333401
GHA,Ghana,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2018,133.609992432498
GHA,Ghana,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2017,122.471765695646
GHA,Ghana,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2016,130.481366086196
GHA,Ghana,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2015,121.997156544235
GIN,Guinea,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2023,97.8794996455513
GIN,Guinea,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2022,95.3174629318803
GIN,Guinea,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2021,110.185519681138
GIN,Guinea,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2020,107.776552007403
GIN,Guinea,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2019,98.7621473298315
GIN,Guinea,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2018,94.5550074326391
GIN,Guinea,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2017,94.4640894763856
GIN,Guinea,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2016,92.0232948978011
GIN,Guinea,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2015,91.475617974568
MLI,Mali,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2022,112.119852778009
MLI,Mali,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2021,108.693122357196
MLI,Mali,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2020,116.587405376001
MLI,Mali,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2019,108.814511587375
MLI,Mali,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2018,107.404034726492
MLI,Mali,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2017,111.210305187838
MLI,Mali,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2016,105.348301513254
MLI,Mali,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2015,122.082978226993
NER,Niger,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2024,60.5939862118112
NER,Niger,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2023,65.735032215569
NER,Niger,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2022,63.3770548032743
NER,Niger,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2021,61.5063092448251
NER,Niger,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2020,60.0355524816093
NER,Niger,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2019,52.8112616845298
NER,Niger,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2017,40.9549864276209
NER,Niger,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2016,36.120522177752
NER,Niger,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2015,44.9309205276883
NGA,Nigeria,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2024,70.7619057835431
NGA,Nigeria,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2023,98.4772822731425
NGA,Nigeria,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2022,99.5852151989567
NGA,Nigeria,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2021,89.2915858426408
NGA,Nigeria,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2020,95.4356648074949
NGA,Nigeria,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2019,88.1169010528984
NGA,Nigeria,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2018,84.2840110939485
NGA,Nigeria,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2017,72.3679681751497
NGA,Nigeria,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2016,78.970142296733
NGA,Nigeria,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2015,79.1045279367312
SEN,Senegal,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2024,123.894453697506
SEN,Senegal,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2023,123.911572643075
SEN,Senegal,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2022,118.150293497239
SEN,Senegal,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2021,115.325093678501
SEN,Senegal,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2020,113.638091206029
SEN,Senegal,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2019,109.341890091569
SEN,Senegal,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2018,104.055698143919
SEN,Senegal,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2017,101.831108002442
SEN,Senegal,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2016,101.010767153806
SEN,Senegal,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2015,102.508995376039
TGO,Togo,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2024,80.8035554767112
TGO,Togo,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2023,75.7906769713952
TGO,Togo,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2022,72.2147547047011
TGO,Togo,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2021,70.4496733018494
TGO,Togo,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2020,75.164019137873
TGO,Togo,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2019,73.7224727486533
TGO,Togo,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2018,74.3997114343066
TGO,Togo,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2017,75.3357270694068
TGO,Togo,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2016,70.0588130571426
TGO,Togo,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2015,63.3574638254671
AGO,Angola,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2024,69.7039467163584
AGO,Angola,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2023,70.0519587723571
AGO,Angola,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2022,66.6008073123779
AGO,Angola,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2021,44.3868689341257
AGO,Angola,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2020,43.7804317055698
AGO,Angola,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2019,45.8065312825399
AGO,Angola,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2018,42.4588784507729
AGO,Angola,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2017,44.0682088632918
AGO,Angola,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2016,44.5502272379157
AGO,Angola,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2015,49.3097223014385
BWA,Botswana,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2024,163.999922257361
BWA,Botswana,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2023,179.027305378019
BWA,Botswana,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2022,178.205018910673
BWA,Botswana,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2021,173.25235140068
BWA,Botswana,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2020,161.858815314634
BWA,Botswana,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2019,160.661520194607
BWA,Botswana,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2018,147.06483856362
BWA,Botswana,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2017,142.962095019868
BWA,Botswana,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2016,147.172960511479
BWA,Botswana,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2015,157.734742812171
DZA,Algeria,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2024,115.457278573892
DZA,Algeria,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2023,111.60623555659
DZA,Algeria,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2022,107.787115922596
DZA,Algeria,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2021,105.037092587919
DZA,Algeria,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2020,103.436671524065
DZA,Algeria,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2019,104.922068012909
DZA,Algeria,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2018,110.938066513767
DZA,Algeria,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2017,109.96986300969
DZA,Algeria,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2016,115.154200093555
DZA,Algeria,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2015,108.016371207167
EGY,"Egypt, Arab Rep.",IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2024,97.1295066037455
EGY,"Egypt, Arab Rep.",IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2023,92.8261626420085
EGY,"Egypt, Arab Rep.",IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2022,90.6794715776528
EGY,"Egypt, Arab Rep.",IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2021,84.0866220906029
EGY,"Egypt, Arab Rep.",IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2020,87.2316871725819
EGY,"Egypt, Arab Rep.",IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2019,88.6447815879102
EGY,"Egypt, Arab Rep.",IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2018,88.7420881346276
EGY,"Egypt, Arab Rep.",IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2017,99.2884367821237
EGY,"Egypt, Arab Rep.",IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2016,96.2091951594197
EGY,"Egypt, Arab Rep.",IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2015,94.3962460363651
LBY,Libya,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2022,192.97309381967
LBY,Libya,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2021,195.117849246865
LBY,Libya,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2020,164.987107188677
LBY,Libya,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2019,164.00440049702
LBY,Libya,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2017,89.333810176041
LBY,Libya,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2016,115.499434118109
LBY,Libya,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2015,149.224588127748
